event.time,dataSource.name,event.type,event.source,event.target,event.details,activity_name,actor.user.email_addr,actor.user.name,dataSource.vendor,device.hostname,dst_endpoint.svc_name,http_request.url.path,metadata.product.name,metadata.product.vendor_name,severity,src_endpoint.ip,src_endpoint.uid,status,user.name,activity_id,actor.user.type,actor.user.type_id,actor.user.uid,api.version,category_name,category_uid,class_name,class_uid,dataSource.category,device.risk_level,device.risk_level_id,http_request.uid,http_request.url.query_string,http_request.user_agent,location.coordinates.lat,location.coordinates.lon,metadata.correlation_uid,metadata.original_time,metadata.uid,metadata.version,observables,src_endpoint.location.city,src_endpoint.location.country,src_endpoint.location.isp,src_endpoint.location.postal_code,status_detail,src_endpoint.location.region,unmapped.actor.type,unmapped.authenticationContext.authenticationStep,unmapped.authenticationContext.externalSessionId,unmapped.authenticationContext.rootSessionId,unmapped.client.device,unmapped.client.geographicalContext.city,unmapped.client.geographicalContext.country,unmapped.client.geographicalContext.geolocation.lat,unmapped.client.geographicalContext.geolocation.lon,unmapped.client.geographicalContext.postalCode,unmapped.client.geographicalContext.state,unmapped.client.id,unmapped.client.ipAddress,unmapped.client.userAgent.browser,unmapped.client.userAgent.os,unmapped.client.userAgent.rawUserAgent,unmapped.debugContext.debugData.appContextName,unmapped.debugContext.debugData.authnRequestId,unmapped.debugContext.debugData.category,unmapped.debugContext.debugData.deviceFingerprint,unmapped.debugContext.debugData.dtHash,unmapped.debugContext.debugData.emailProvider,unmapped.debugContext.debugData.emailRequestId,unmapped.debugContext.debugData.grantType,unmapped.debugContext.debugData.logOnlySecurityData,unmapped.debugContext.debugData.oktaUserAgentExtended,unmapped.debugContext.debugData.redirectUri,unmapped.debugContext.debugData.requestId,unmapped.debugContext.debugData.requestUri,unmapped.debugContext.debugData.threatSuspected,unmapped.debugContext.debugData.url,unmapped.displayMessage,unmapped.eventType,unmapped.legacyEventType,unmapped.request.ipChain,unmapped.securityContext.asNumber,unmapped.securityContext.asOrg,unmapped.securityContext.domain,unmapped.securityContext.isp,unmapped.securityContext.isProxy,unmapped.severity,unmapped.target,unmapped.transaction.type,unmapped.version
,Okta,A push was sent to a user for verification,,,,A push was sent to a user for verification,"'jeanluc@starfleet.corp",Jean-Luc Picard,Okta,,,,Okta,Okta,3,,,SUCCESS,,99,,1,00ufdl65fpbaqvo4F1d7,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,7e46f8b58787bca6ce94854f721331fb,2024-06-26T17:48:13.465Z,4298e187-33e4-11ef-b51f-d3e0664fac2b,1.0.0,,,,,,,,User,0,102zrIGpBFqThG-eub8rzAg0g,102zrIGpBFqThG-eub8rzAg0g,Computer,Lagos,Nigeria,6.4474,3.3903,,Lagos,,146.70.65.131,CHROME,Windows 10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,3da82c33ec2f48cab14e1b5b09e8befd,,,1fa2d2a1125bd1c7e6518e3c7acfeb588ed8066febe90fe9f0d4945baedbca56,,,,,,,7e46f8b58787bca6ce94854f721331fb,/api/v1/authn/factors/opffdmg0ybbrMrLRf1d7/verify,false,/api/v1/authn/factors/opffdmg0ybbrMrLRf1d7/verify?autoPush=true&rememberDevice=false,A push was sent to a user for verification,system.push.send_factor_verify_push,,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,.,m247 europe srl,true,INFO,"'[{""alternateId"":""jeanluc@starfleet.corp"",""displayName"":""Jean-Luc Picard"",""id"":""00ufdl65fpbaqvo4F1d7"",""type"":""User""}]",WEB,0
,Okta,OIDC access token is granted,,,,OIDC access token is granted,0oaip40pmQqTi2BlY1d6,Okta Dashboard,Okta,,,,Okta,Okta,3,,,SUCCESS,,99,,99,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,6f6bce06cd342ee2f5efaf63d1c9a1ad,2024-06-26T17:48:04.123Z,3d0766fb-33e4-11ef-8289-81b1517631e4,1.0.0,,,,,,,,PublicClientApp,0,102zrIGpBFqThG-eub8rzAg0g,102zrIGpBFqThG-eub8rzAg0g,Computer,Lagos,Nigeria,6.4474,3.3903,,Lagos,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,146.70.65.131,CHROME,Windows 10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,,,,5871621f4dfb6a191d5eff7c63e399eb91ce9d97679f2cf4ba9f8393509eb442,,,authorization_code,,,https://sentinelone-dev.oktapreview.com/enduser/callback,6f6bce06cd342ee2f5efaf63d1c9a1ad,/oauth2/v1/token,false,/oauth2/v1/token?,OIDC access token is granted,app.oauth2.token.grant.access_token,app.oauth2.token.grant.access_token_success,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,.,m247 europe srl,true,INFO,"'[{""alternateId"":""jeanluc@starfleet.corp"",""displayName"":""Jean-Luc Picard"",""id"":""00ufdl65fpbaqvo4F1d7"",""type"":""User""}, {""displayName"":""Access Token"",""id"":""AT.blTJ0_uXMQuxSQxB3kWzherOsq2ZLQgOpXiyX1875-w"",""type"":""access_token"",""detailEntry"":{""expires"":""2024-06-26T18:48:03.000Z"",""subject"":""00ufdl65fpbaqvo4F1d7"",""hash"":""Mk4pAmTr5Mnd7P2XJUVPxQ""}}]",WEB,0
,Okta,Logon,,,,Logon,"'jeanluc@starfleet.corp",Jean-Luc Picard,Okta,,Okta Dashboard,/oauth2/v1/token,Okta,Okta,3,146.70.65.131,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,SUCCESS,Jean-Luc Picard,1,User,1,AppUser,0,Identity & Access Management,3,Authentication,3002,security,Other,99,6f6bce06cd342ee2f5efaf63d1c9a1ad,/oauth2/v1/token?,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",6.4474,3.3903,6f6bce06cd342ee2f5efaf63d1c9a1ad,2024-06-26T17:48:04.122Z,3d073fea-33e4-11ef-8289-81b1517631e4,1.0.0,"'[{""type_id"":2,""name"":""src_endpoint.ip"",""type"":""IP Address"",""value"":""146.70.65.131""}, {""type_id"":4,""name"":""actor.user.name"",""type"":""User Name"",""value"":""Jean-Luc Picard""}, {""type_id"":5,""name"":""actor.user.email_addr"",""type"":""Email Address"",""value"":""jeanluc@starfleet.corp""}, {""type_id"":6,""name"":""http_request.url.path"",""type"":""URL String"",""value"":""\/oauth2\/v1\/token""}, {""type_id"":26,""name"":""client.geographicalContext.geolocation"",""type"":""Geo Location"",""value"":""6.4474, 3.3903""}]",Lagos,Nigeria,m247 europe srl,,,Lagos,,0,,102zrIGpBFqThG-eub8rzAg0g,Computer,,,,,,,,,CHROME,Windows 10,,,,,,5871621f4dfb6a191d5eff7c63e399eb91ce9d97679f2cf4ba9f8393509eb442,,,,,,https://sentinelone-dev.oktapreview.com/enduser/callback,,,false,,User single sign on to app,user.authentication.sso,app.auth.sso,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,,,true,INFO,"'[{""alternateId"":""Okta Dashboard"",""displayName"":""Okta Dashboard"",""id"":""0oaip40pmQqTi2BlY1d6"",""type"":""AppInstance"",""detailEntry"":{""signOnModeType"":""OPENID_CONNECT""}}, {""alternateId"":""jeanluc@starfleet.corp"",""displayName"":""Jean-Luc Picard"",""id"":""0uafdl54m0PAhShsn1d7"",""type"":""AppUser""}]",WEB,
,Okta,OIDC id token is granted,,,,OIDC id token is granted,0oaip40pmQqTi2BlY1d6,Okta Dashboard,Okta,,,,Okta,Okta,3,,,SUCCESS,,99,,99,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,6f6bce06cd342ee2f5efaf63d1c9a1ad,2024-06-26T17:48:04.121Z,3d0718d9-33e4-11ef-8289-81b1517631e4,1.0.0,,,,,,,,PublicClientApp,0,102zrIGpBFqThG-eub8rzAg0g,102zrIGpBFqThG-eub8rzAg0g,Computer,Lagos,Nigeria,6.4474,3.3903,,Lagos,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,146.70.65.131,CHROME,Windows 10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,,,,5871621f4dfb6a191d5eff7c63e399eb91ce9d97679f2cf4ba9f8393509eb442,,,authorization_code,,,https://sentinelone-dev.oktapreview.com/enduser/callback,6f6bce06cd342ee2f5efaf63d1c9a1ad,/oauth2/v1/token,false,/oauth2/v1/token?,OIDC id token is granted,app.oauth2.token.grant.id_token,app.oauth2.token.grant.id_token_success,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,.,m247 europe srl,true,INFO,"'[{""alternateId"":""jeanluc@starfleet.corp"",""displayName"":""Jean-Luc Picard"",""id"":""00ufdl65fpbaqvo4F1d7"",""type"":""User""}, {""displayName"":""ID Token"",""id"":""ID.IVEgQYHs8enWCMoFv4eVcnO8iifbdC92lSQW4v9k90Q"",""type"":""id_token"",""detailEntry"":{""audience"":""okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26"",""expires"":""2024-06-26T18:48:04.000Z"",""subject"":""00ufdl65fpbaqvo4F1d7"",""hash"":""nAuj66Fj02VFn7pXVhPRKA""}}]",WEB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.495Z,3addd04c-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsnzxaeLyqRMekjZVDzVcMbw,trsnzxaeLyqRMekjZVDzVcMbw,,,,,,,,,,,,,None,,email.signInFromNewDeviceWithReportSuspiciousActivityButton,,,sendgrid,ea4c12b863ec8705209db4f7ba8b764f,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.452Z,3ad74094-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsr4psKATwQ1ur-Dfgb5XO-A,trsr4psKATwQ1ur-Dfgb5XO-A,,,,,,,,,,,,,None,,email.factorEnrollmentWithReportSuspiciousActivityButton,,,sendgrid,9b28bf16a2c1c06e86a33e283c77f949,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.447Z,3ad67d41-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsQTM7snX9RYGRJ24pQTIWAA,trsQTM7snX9RYGRJ24pQTIWAA,,,,,,,,,,,,,None,,email.factorEnrollmentWithReportSuspiciousActivityButton,,,sendgrid,9b28bf16a2c1c06e86a33e283c77f949,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.412Z,3ad12609-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trswbgN3DwuRy2ybA3hfxhvYQ,trswbgN3DwuRy2ybA3hfxhvYQ,,,,,,,,,,,,,None,,email.factorEnrollmentWithReportSuspiciousActivityButton,,,sendgrid,9b28bf16a2c1c06e86a33e283c77f949,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.408Z,3ad089c7-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsg0BQNynUQ_O4hBupcrznIg,trsg0BQNynUQ_O4hBupcrznIg,,,,,,,,,,,,,None,,email.signInFromNewDeviceWithReportSuspiciousActivityButton,,,sendgrid,ea4c12b863ec8705209db4f7ba8b764f,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.351Z,3ac7d72e-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsRZOUjL8TSoqQQC8pjiW8hg,trsRZOUjL8TSoqQQC8pjiW8hg,,,,,,,,,,,,,None,,email.factorEnrollmentWithReportSuspiciousActivityButton,,,sendgrid,9b28bf16a2c1c06e86a33e283c77f949,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,Email delivery,,,,Email delivery,"'system@okta.com",Okta System,Okta,,,,Okta,Okta,3,,,DEFERRED,,99,,3,unknown,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,op3-jobecs01a.auw2-op3.internal17193409155331719340945502,2024-06-26T17:48:00.162Z,3aab0038-33e4-11ef-bb51-e77445e289c3,1.0.0,,,,,,deferred,,SystemPrincipal,0,trsZN98J2U2R0yKvFKXpryqbQ,trsZN98J2U2R0yKvFKXpryqbQ,,,,,,,,,,,,,None,,email.signInFromNewDeviceWithReportSuspiciousActivityButton,,,sendgrid,ea4c12b863ec8705209db4f7ba8b764f,,,,,,,,,Email delivery,system.email.delivery,,,,,,,,INFO,"'[{""displayName"":""geordi@starfleet.corp"",""id"":""geordi@starfleet.corp"",""type"":""email""}]",JOB,0
,Okta,OIDC authorization code request,,,,OIDC authorization code request,0oaip40pmQqTi2BlY1d6,Okta Dashboard,Okta,,,,Okta,Okta,3,,,SUCCESS,,99,,99,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,5d760648b9459d649ecd4013624e802c,2024-06-26T17:47:59.277Z,3a23f65a-33e4-11ef-ae31-2f44ef88d2ad,1.0.0,,,,,,,,PublicClientApp,0,102zrIGpBFqThG-eub8rzAg0g,102zrIGpBFqThG-eub8rzAg0g,Computer,Lagos,Nigeria,6.4474,3.3903,,Lagos,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,146.70.65.131,CHROME,Windows 10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,3da82c33ec2f48cab14e1b5b09e8befd,,,1fa2d2a1125bd1c7e6518e3c7acfeb588ed8066febe90fe9f0d4945baedbca56,,,authorization_code,,,https://sentinelone-dev.oktapreview.com/enduser/callback,5d760648b9459d649ecd4013624e802c,/oauth2/v1/authorize,false,"'/oauth2/v1/authorize?client_id=okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26&code_challenge=jZP0TVraN_MOMOdjypdgWuiRygPXGv4YulVqBm74WXA&code_challenge_method=S256&nonce=eYnDnQ9dQGTUpoHFbLEK9RIPBAUkJFS7F8jDEu5qwOc30tWZLiP6eGj2GcywMPOu&redirect_uri=https%3A%2F%2Fsentinelone-dev.oktapreview.com%2Fenduser%2Fcallback&response_type=code&state=NV9x8KUpCqLDoTz1hM1TSblBszV4cUy1QKhYz0Hljz6rEhFkKUj1RfZG04Xc8s4u&scope=openid+profile+email+okta.users.read.self+okta.users.manage.self+okta.internal.enduser.read+okta.internal.enduser.manage+okta.enduser.dashboard.read+okta.enduser.dashboard.manage",OIDC authorization code request,app.oauth2.authorize.code,app.oauth2.authorize.code_success,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,.,m247 europe srl,true,INFO,"'[{""alternateId"":""jeanluc@starfleet.corp"",""displayName"":""Jean-Luc Picard"",""id"":""00ufdl65fpbaqvo4F1d7"",""type"":""User""}, {""displayName"":""Authorization Code"",""id"":""zti3YX7JTMM8Sw7WdH-WtQ"",""type"":""code""}]",WEB,0
,Okta,Logon,,,,Logon,,,Okta,,,/oauth2/v1/authorize,Okta,Okta,3,146.70.65.131,okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26,ALLOW,,1,,1,,0,Identity & Access Management,3,Authentication,3002,security,Other,99,5d760648b9459d649ecd4013624e802c,"'/oauth2/v1/authorize?client_id=okta.2b1959c8-bcc0-56eb-a589-cfcfb7422f26&code_challenge=jZP0TVraN_MOMOdjypdgWuiRygPXGv4YulVqBm74WXA&code_challenge_method=S256&nonce=eYnDnQ9dQGTUpoHFbLEK9RIPBAUkJFS7F8jDEu5qwOc30tWZLiP6eGj2GcywMPOu&redirect_uri=https%3A%2F%2Fsentinelone-dev.oktapreview.com%2Fenduser%2Fcallback&response_type=code&state=NV9x8KUpCqLDoTz1hM1TSblBszV4cUy1QKhYz0Hljz6rEhFkKUj1RfZG04Xc8s4u&scope=openid+profile+email+okta.users.read.self+okta.users.manage.self+okta.internal.enduser.read+okta.internal.enduser.manage+okta.enduser.dashboard.read+okta.enduser.dashboard.manage","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",6.4474,3.3903,5d760648b9459d649ecd4013624e802c,2024-06-26T17:47:59.171Z,3a13c9b9-33e4-11ef-ae31-2f44ef88d2ad,1.0.0,"'[{""type_id"":2,""name"":""src_endpoint.ip"",""type"":""IP Address"",""value"":""146.70.65.131""}, {""type_id"":4,""name"":""actor.user.name"",""type"":""User Name"",""value"":""Jean-Luc Picard""}, {""type_id"":5,""name"":""actor.user.email_addr"",""type"":""Email Address"",""value"":""jeanluc@starfleet.corp""}, {""type_id"":6,""name"":""http_request.url.path"",""type"":""URL String"",""value"":""\/oauth2\/v1\/authorize""}, {""type_id"":26,""name"":""client.geographicalContext.geolocation"",""type"":""Geo Location"",""value"":""6.4474, 3.3903""}]",Lagos,Nigeria,m247 europe srl,,Sign-on policy evaluation resulted in ALLOW,Lagos,,0,,102zrIGpBFqThG-eub8rzAg0g,Computer,,,,,,,,,CHROME,Windows 10,,,3da82c33ec2f48cab14e1b5b09e8befd,,,1fa2d2a1125bd1c7e6518e3c7acfeb588ed8066febe90fe9f0d4945baedbca56,,,,"{""risk"":{""reasons"":""Anonymizing Proxy"",""level"":""HIGH""},""behaviors"":{""New Geo-Location"":""NEGATIVE"",""New Device"":""NEGATIVE"",""User Authenticating on new device."":""NEGATIVE"",""New IP"":""NEGATIVE"",""New State"":""NEGATIVE"",""New Country"":""NEGATIVE"",""Velocity"":""NEGATIVE"",""New City"":""NEGATIVE""}}",,https://sentinelone-dev.oktapreview.com/enduser/callback,,,false,,Evaluation of sign-on policy,policy.evaluate_sign_on,,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,,,true,INFO,"[{""alternateId"":""unknown"",""displayName"":""Allow all users access to Okta Dashboard (auto created)"",""id"":""plr1plsn5kagw7RBn1d7"",""type"":""PolicyRule""}, {""alternateId"":""unknown"",""displayName"":""Allow all users access to Okta Dashboard (auto created)"",""id"":""plr1plsn5kagw7RBn1d7"",""type"":""PolicyRule"",""detailEntry"":{""policyRuleFactorMode"":""ALLOW""}}, {""alternateId"":""Okta Dashboard"",""displayName"":""Okta Dashboard"",""id"":""0oaip40pmQqTi2BlY1d6"",""type"":""AppInstance"",""detailEntry"":{""signOnModeType"":""OPENID_CONNECT"",""signOnModeEvaluationResult"":""ALLOW""}}]",WEB,
,Okta,Verify user identity,,,,Verify user identity,"'jeanluc@starfleet.corp",Jean-Luc Picard,Okta,,,,Okta,Okta,3,,,SUCCESS,,99,,1,00ufdl65fpbaqvo4F1d7,,Uncategorized,0,Base Event,0,security,Other,99,,,,,,3da82c33ec2f48cab14e1b5b09e8befd,2024-06-26T17:47:55.710Z,3803ae4c-33e4-11ef-be7c-2300f317ec0c,1.0.0,,,,,,,,User,0,102f6Z_T4k1R42WIRYv_eIORQ,102f6Z_T4k1R42WIRYv_eIORQ,Computer,Lagos,Nigeria,6.4474,3.3903,,Lagos,,146.70.65.131,CHROME,Windows 10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,3da82c33ec2f48cab14e1b5b09e8befd,,8bee4fce9bfca4fe7250b482d00db31a,1fa2d2a1125bd1c7e6518e3c7acfeb588ed8066febe90fe9f0d4945baedbca56,,,,,okta-auth-js/7.7.0 okta-signin-widget-7.19.4,,3da82c33ec2f48cab14e1b5b09e8befd,/api/v1/authn,false,/api/v1/authn?,Verify user identity,user.authentication.verify,,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,.,m247 europe srl,true,INFO,,WEB,0
,Okta,Logon,,,,Logon,,,Okta,,,/api/v1/authn,Okta,Okta,3,146.70.65.131,,ALLOW,,1,,1,,0,Identity & Access Management,3,Authentication,3002,security,Other,99,3da82c33ec2f48cab14e1b5b09e8befd,/api/v1/authn?,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",6.4474,3.3903,3da82c33ec2f48cab14e1b5b09e8befd,2024-06-26T17:47:55.689Z,380079fb-33e4-11ef-be7c-2300f317ec0c,1.0.0,"'[{""type_id"":2,""name"":""src_endpoint.ip"",""type"":""IP Address"",""value"":""146.70.65.131""}, {""type_id"":4,""name"":""actor.user.name"",""type"":""User Name"",""value"":""Jean-Luc Picard""}, {""type_id"":5,""name"":""actor.user.email_addr"",""type"":""Email Address"",""value"":""jeanluc@starfleet.corp""}, {""type_id"":6,""name"":""http_request.url.path"",""type"":""URL String"",""value"":""\/api\/v1\/authn""}, {""type_id"":26,""name"":""client.geographicalContext.geolocation"",""type"":""Geo Location"",""value"":""6.4474, 3.3903""}]",Lagos,Nigeria,m247 europe srl,,Sign-on policy evaluation resulted in ALLOW,Lagos,,0,,102f6Z_T4k1R42WIRYv_eIORQ,Computer,,,,,,,,,CHROME,Windows 10,,,3da82c33ec2f48cab14e1b5b09e8befd,,,1fa2d2a1125bd1c7e6518e3c7acfeb588ed8066febe90fe9f0d4945baedbca56,,,,"{""risk"":{""reasons"":""Anomalous Location, Anonymizing Proxy"",""level"":""HIGH""},""behaviors"":{""New Geo-Location"":""POSITIVE"",""New Device"":""NEGATIVE"",""User Authenticating on new device."":""NEGATIVE"",""New IP"":""POSITIVE"",""New State"":""POSITIVE"",""New Country"":""POSITIVE"",""Velocity"":""POSITIVE"",""New City"":""POSITIVE""}}",okta-auth-js/7.7.0 okta-signin-widget-7.19.4,,,,false,,Evaluation of sign-on policy,policy.evaluate_sign_on,,"[{""ip"":""146.70.65.131"",""geographicalContext"":{""country"":""Nigeria"",""city"":""Lagos"",""state"":""Lagos"",""geolocation"":{""lon"":3.3903,""lat"":6.4474}},""version"":""V4""}]",9009,m247 ltd nigeria infrastructure,,,true,INFO,"[{""alternateId"":""unknown"",""displayName"":""Default Policy"",""id"":""00pip40n9OJoo15w31d6"",""type"":""PolicyEntity"",""detailEntry"":{""policyType"":""OktaSignOn""}}, {""alternateId"":""00pip40n9OJoo15w31d6"",""displayName"":""Default Rule"",""id"":""0prip40naJun6wUhh1d6"",""type"":""PolicyRule""}]",WEB,
